1268738,2020-04-06 00:02:40
1268851,2020-04-06 00:12:40
1268855,2020-04-06 00:22:40
1269240,2020-04-06 00:32:40
1269284,2020-04-06 00:42:41
1269313,2020-04-06 00:52:41
1270653,2020-04-06 01:02:41
1270849,2020-04-06 01:12:41
1270854,2020-04-06 01:22:42
1270916,2020-04-06 01:32:42
1271875,2020-04-06 01:42:42
1271999,2020-04-06 01:52:42
1272737,2020-04-06 02:02:43
1272737,2020-04-06 02:12:43
1272848,2020-04-06 02:22:43
1272860,2020-04-06 02:32:43
1272860,2020-04-06 02:42:43
1272860,2020-04-06 02:52:44
1272900,2020-04-06 03:02:44
1272953,2020-04-06 03:12:44
1272953,2020-04-06 03:22:44
1272953,2020-04-06 03:32:45
1273499,2020-04-06 03:42:45
1273499,2020-04-06 03:52:45
1273499,2020-04-06 04:02:45
1273505,2020-04-06 04:12:46
1273709,2020-04-06 04:22:46
1273709,2020-04-06 04:32:46
1273709,2020-04-06 04:42:46
1273709,2020-04-06 04:52:46
1273709,2020-04-06 05:02:47
1273709,2020-04-06 05:12:47
1273712,2020-04-06 05:22:47
1273712,2020-04-06 05:32:47
1273712,2020-04-06 05:42:48
1273720,2020-04-06 05:52:48
1273792,2020-04-06 06:02:48
1273810,2020-04-06 06:12:48
1274022,2020-04-06 06:22:48
1274022,2020-04-06 06:32:49
1274199,2020-04-06 06:42:49
1274214,2020-04-06 06:52:49
1274265,2020-04-06 07:02:49
1274346,2020-04-06 07:12:49
1274346,2020-04-06 07:22:50
1274346,2020-04-06 07:32:50
1274346,2020-04-06 07:42:50
1274346,2020-04-06 07:52:50
1274543,2020-04-06 08:02:51
1274578,2020-04-06 08:12:51
1274848,2020-04-06 08:22:51
1274904,2020-04-06 08:32:51
1274927,2020-04-06 08:42:51
1274938,2020-04-06 08:52:52
1274976,2020-04-06 09:02:52
1275037,2020-04-06 09:12:52
1275135,2020-04-06 09:22:52
1275146,2020-04-06 09:32:52
1276117,2020-04-06 09:42:53
1276117,2020-04-06 09:52:53
1276117,2020-04-06 10:02:53
1276571,2020-04-06 10:12:54
1276587,2020-04-06 10:22:54
1276732,2020-04-06 10:32:54
1276732,2020-04-06 10:42:54
1277204,2020-04-06 10:52:54
1277259,2020-04-06 11:02:55
1278383,2020-04-06 11:12:55
1278514,2020-04-06 11:22:55
1278523,2020-04-06 11:32:55
1278654,2020-04-06 11:42:56
1282041,2020-04-06 11:52:56
1282365,2020-04-06 12:02:56
1282383,2020-04-06 12:12:56
1282391,2020-04-06 12:22:57
1284665,2020-04-06 12:32:57
1284740,2020-04-06 12:42:57
1284754,2020-04-06 12:52:57
1284780,2020-04-06 13:02:58
1285257,2020-04-06 13:12:58
1285257,2020-04-06 13:22:58
1285262,2020-04-06 13:32:58
1285342,2020-04-06 13:42:59
1286294,2020-04-06 13:52:59
1286717,2020-04-06 14:02:59
1287112,2020-04-06 14:12:59
1287168,2020-04-06 14:23:00
1287168,2020-04-06 14:33:00
1287168,2020-04-06 14:43:00
1287268,2020-04-06 14:53:01
1287381,2020-04-06 15:03:01
1287742,2020-04-06 15:13:01
1288080,2020-04-06 15:23:01
1288080,2020-04-06 15:33:02
1288319,2020-04-06 15:43:02
1288320,2020-04-06 15:53:02
1288504,2020-04-06 16:03:02
1288525,2020-04-06 16:13:03
1289111,2020-04-06 16:23:03
1289819,2020-04-06 16:33:03
1289820,2020-04-06 16:43:04
1289843,2020-04-06 16:53:04
1290896,2020-04-06 17:03:04
1291413,2020-04-06 17:13:04
1292361,2020-04-06 17:23:05
1292535,2020-04-06 17:33:05
1296932,2020-04-06 17:43:05
1297704,2020-04-06 17:53:05
1298705,2020-04-06 18:03:06
1312283,2020-04-06 18:13:06
1312283,2020-04-06 18:23:06
1312494,2020-04-06 18:33:07
1312585,2020-04-06 18:43:07
1315989,2020-04-06 18:53:07
1318229,2020-04-06 19:03:07
1318306,2020-04-06 19:13:08
1323481,2020-04-06 19:23:08
1323605,2020-04-06 19:33:08
1323655,2020-04-06 19:43:09
1328150,2020-04-06 19:53:09
1328441,2020-04-06 20:03:10
1328792,2020-04-06 20:13:10
1329305,2020-04-06 20:23:11
1329306,2020-04-06 20:33:11
1329754,2020-04-06 20:43:11
1329825,2020-04-06 20:53:12
1329877,2020-04-06 21:03:12
1330001,2020-04-06 21:13:12
1330461,2020-04-06 21:23:12
1330492,2020-04-06 21:33:13
1330497,2020-04-06 21:43:13
1331104,2020-04-06 21:53:13
1334227,2020-04-06 22:03:13
1335570,2020-04-06 22:13:14
1336801,2020-04-06 22:23:14
1337070,2020-04-06 22:33:14
1337167,2020-04-06 22:43:14
1337416,2020-04-06 22:53:15
1337715,2020-04-06 23:03:15
1339548,2020-04-06 23:13:15
1339970,2020-04-06 23:23:15
1339976,2020-04-06 23:33:16
1340408,2020-04-06 23:43:16
1340455,2020-04-06 23:53:16
